app_name,response_time,error_rate,cpu_usage,memory_usage,disk_space,active_users,incident_duration,downtime
NIP,19,26,29,39,49,9000,0,0
NIP,20,46,30,40,50,10000,0,0
NIP,21,28,31,41,51,11000,0,0
NIP,22,65,32,42,52,12000,0,0
NIP,21,41,31,41,51,11000,0,0
NIP,20,37,30,40,50,10000,0,0
NIP,19,92,29,39,49,9000,0,0
NIP,18,82,28,38,48,8000,0,0
NIP,17,39,27,37,47,7000,0,0
NIP,16,51,26,36,46,6000,0,0
NIP,15,40,25,35,45,5000,0,0
NIP,14,18,24,34,44,4000,0,0
NIP,13,81,23,33,43,3000,0,0
NIP,12,88,22,32,42,2000,0,0
NIP,11,2,21,31,41,1000,0,0
NIP,10,7,20,30,40,0,0,0
NIP,11,14,21,31,41,1000,0,0
NIP,12,88,22,32,42,2000,0,0
NIP,13,37,23,33,43,3000,0,0
NIP,14,81,24,34,44,4000,0,0
NIP,15,77,25,35,45,5000,0,0
NIP,16,32,26,36,46,6000,0,0
NIP,17,47,27,37,47,7000,0,0
NIP,18,91,28,38,48,8000,0,0
NIP,19,52,29,39,49,9000,0,0
NIP,20,72,30,40,50,10000,0,0
NIP,21,89,31,41,51,11000,0,0
NIP,22,2,32,42,52,12000,0,0
NIP,21,77,31,41,51,11000,0,0
NIP,20,89,30,40,50,10000,0,0
NIP,19,83,29,39,49,9000,0,0
NIP,18,74,28,38,48,8000,0,0
NIP,17,7,27,37,47,7000,0,0
NIP,16,6,26,36,46,6000,0,0
NIP,15,11,25,35,45,5000,0,0
NIP,14,61,24,34,44,4000,0,0
NIP,13,93,23,33,43,3000,0,0
NIP,12,31,22,32,42,2000,0,0
NIP,11,76,21,31,41,1000,0,0
NIP,10,98,20,30,40,0,0,0
NIP,11,27,21,31,41,1000,0,0
NIP,12,49,22,32,42,2000,0,0
NIP,13,87,23,33,43,3000,0,0
NIP,14,28,24,34,44,4000,0,0
NIP,15,13,25,35,45,5000,0,0
NIP,16,100,26,36,46,6000,0,0
NIP,17,91,27,37,47,7000,0,0
NIP,18,22,28,38,48,8000,0,0
NIP,19,97,29,39,49,9000,0,0
NIP,20,39,30,40,50,10000,0,0
NIP,21,36,31,41,51,11000,0,0
NIP,22,79,32,42,52,12000,0,0
NIP,21,2,31,41,51,11000,0,0
NIP,20,70,30,40,50,10000,0,0
NIP,19,16,29,39,49,9000,0,0
NIP,18,57,28,38,48,8000,0,0
NIP,17,54,27,37,47,7000,0,0
NIP,16,96,26,36,46,6000,0,0
NIP,15,62,25,35,45,5000,0,0
NIP,14,92,24,34,44,4000,0,0
NIP,13,82,23,33,43,3000,0,0
NIP,12,88,22,32,42,2000,0,0
NIP,11,71,21,31,41,1000,0,0
NIP,10,4,20,30,40,0,0,0
NIP,11,92,21,31,41,1000,0,0
NIP,12,13,22,32,42,2000,0,0
NIP,13,21,23,33,43,3000,0,0
NIP,14,96,24,34,44,4000,0,0
NIP,15,30,25,35,45,5000,0,0
NIP,16,72,26,36,46,6000,0,0
NIP,17,57,27,37,47,7000,0,0
NIP,18,92,28,38,48,8000,0,0
NIP,19,73,29,39,49,9000,0,0
NIP,20,6,30,40,50,10000,0,0
NIP,21,61,31,41,51,11000,0,0
NIP,22,37,32,42,52,12000,0,0
NIP,21,33,31,41,51,11000,0,0
NIP,20,29,30,40,50,10000,0,0
NIP,19,63,29,39,49,9000,0,0
NIP,18,84,28,38,48,8000,0,0
NIP,17,78,27,37,47,7000,0,0
NIP,16,69,26,36,46,6000,0,0
NIP,15,92,25,35,45,5000,0,0
NIP,14,30,24,34,44,4000,0,0
NIP,13,31,23,33,43,3000,0,0
NIP,12,14,22,32,42,2000,0,0
NIP,11,20,21,31,41,1000,0,0
NIP,10,13,20,30,40,0,0,0
NIP,11,100,21,31,41,1000,0,0
NIP,12,65,22,32,42,2000,0,0
NIP,13,61,23,33,43,3000,0,0
NIP,14,8,24,34,44,4000,0,0
NIP,15,91,25,35,45,5000,0,0
NIP,16,10,26,36,46,6000,0,0
NIP,17,10,27,37,47,7000,0,0
NIP,18,53,28,38,48,8000,1,1
NIP,19,60,29,39,49,9000,0,0
NIP,20,72,30,40,50,10000,0,0
NIP,21,39,31,41,51,11000,0,0
NIP,22,54,32,42,52,12000,0,0
NIP,21,24,31,41,51,11000,0,0
NIP,20,56,30,40,50,10000,0,0
NIP,19,29,29,39,49,9000,0,0
NIP,18,34,28,38,48,8000,0,0
NIP,17,87,27,37,47,7000,0,0
NIP,16,47,26,36,46,6000,0,0
NIP,15,49,25,35,45,5000,0,0
NIP,14,56,24,34,44,4000,0,0
NIP,13,12,23,33,43,3000,0,0
NIP,12,86,22,32,42,2000,0,0
NIP,11,51,21,31,41,1000,0,0
NIP,10,37,20,30,40,0,0,0
NIP,11,11,21,31,41,1000,0,0
NIP,12,12,22,32,42,2000,0,0
NIP,13,9,23,33,43,3000,0,0
NIP,14,50,24,34,44,4000,0,0
NIP,15,86,25,35,45,5000,0,0
NIP,16,28,26,36,46,6000,0,0
NIP,17,30,27,37,47,7000,0,0
NIP,18,72,28,38,48,8000,0,0
NIP,19,50,29,39,49,9000,0,0
NIP,20,85,30,40,50,10000,0,0
NIP,21,77,31,41,51,11000,0,0
NIP,22,87,32,42,52,12000,0,0
NIP,21,87,31,41,51,11000,0,0
NIP,20,62,30,40,50,10000,0,0
NIP,19,9,29,39,49,9000,0,0
NIP,18,98,28,38,48,8000,0,0
NIP,17,91,27,37,47,7000,0,0
NIP,16,13,26,36,46,6000,0,0
NIP,15,82,25,35,45,5000,0,0
NIP,14,89,24,34,44,4000,0,0
NIP,13,24,23,33,43,3000,0,0
NIP,12,30,22,32,42,2000,0,0
NIP,11,88,21,31,41,1000,0,0
NIP,10,24,20,30,40,0,0,0
NIP,11,47,21,31,41,1000,0,0
NIP,12,36,22,32,42,2000,0,0
NIP,13,79,23,33,43,3000,0,0
NIP,14,65,24,34,44,4000,0,0
NIP,15,11,25,35,45,5000,0,0
NIP,16,87,26,36,46,6000,0,0
NIP,17,36,27,37,47,7000,0,0
NIP,18,83,28,38,48,8000,0,0
NIP,19,26,29,39,49,9000,0,0
NIP,20,46,30,40,50,10000,0,0
NIP,21,24,31,41,51,11000,0,0
NIP,22,27,32,42,52,12000,0,0
NIP,21,58,31,41,51,11000,0,0
NIP,20,60,30,40,50,10000,0,0
NIP,19,53,29,39,49,9000,0,0
NIP,18,96,28,38,48,8000,0,0
NIP,17,69,27,37,47,7000,0,0
NIP,16,75,26,36,46,6000,0,0
NIP,15,76,25,35,45,5000,0,0
NIP,14,47,24,34,44,4000,0,0
NIP,13,40,23,33,43,3000,0,0
NIP,12,93,22,32,42,2000,0,0
NIP,11,93,21,31,41,1000,0,0
NIP,10,94,20,30,40,0,0,0
NIP,11,75,21,31,41,1000,0,0
NIP,12,36,22,32,42,2000,0,0
NIP,13,78,23,33,43,3000,0,0
NIP,14,85,24,34,44,4000,0,0
NIP,15,11,25,35,45,5000,0,0
NIP,16,55,26,36,46,6000,0,0
NIP,17,22,27,37,47,7000,0,0
NIP,18,84,28,38,48,8000,0,0
NIP,19,71,29,39,49,9000,0,0
NIP,20,83,30,40,50,10000,0,0
NIP,21,100,31,41,51,11000,0,0
NIP,22,84,32,42,52,12000,0,0
NIP,21,24,31,41,51,11000,0,0
NIP,20,90,30,40,50,10000,0,0
NIP,19,72,29,39,49,9000,0,0
NIP,18,87,28,38,48,8000,0,0
NIP,17,71,27,37,47,7000,0,0
NIP,16,77,26,36,46,6000,0,0
NIP,15,88,25,35,45,5000,0,0
NIP,14,89,24,34,44,4000,0,0
NIP,13,21,23,33,43,3000,0,0
NIP,12,64,22,32,42,2000,0,0
NIP,11,53,21,31,41,1000,0,0
NIP,10,22,20,30,40,0,0,0
NIP,11,55,21,31,41,1000,0,0
NIP,12,76,22,32,42,2000,0,0
NIP,13,50,23,33,43,3000,0,0
NIP,14,86,24,34,44,4000,0,0
NIP,15,95,25,35,45,5000,0,0
NIP,16,88,26,36,46,6000,0,0
NIP,17,68,27,37,47,7000,0,0
NIP,18,69,28,38,48,8000,0,0
NIP,19,41,29,39,49,9000,0,0
NIP,20,12,30,40,50,10000,0,0
NIP,21,5,31,41,51,11000,0,0
NIP,22,10,32,42,52,12000,1,1
NIP,21,99,31,41,51,11000,0,0
NIP,20,45,30,40,50,10000,0,0
NIP,19,32,29,39,49,9000,0,0
NIP,18,26,28,38,48,8000,0,0
NIP,17,80,27,37,47,7000,0,0
NIP,16,76,26,36,46,6000,0,0
NIP,15,7,25,35,45,5000,0,0
NIP,14,50,24,34,44,4000,0,0
NIP,13,62,23,33,43,3000,0,0
NIP,12,87,22,32,42,2000,0,0
NIP,11,32,21,31,41,1000,0,0
NIP,10,60,20,30,40,0,0,0
NIP,11,86,21,31,41,1000,0,0
NIP,12,37,22,32,42,2000,0,0
NIP,13,86,23,33,43,3000,0,0
NIP,14,86,24,34,44,4000,0,0
NIP,15,97,25,35,45,5000,0,0
NIP,16,10,26,36,46,6000,0,0
NIP,17,28,27,37,47,7000,0,0
NIP,18,13,28,38,48,8000,0,0
NIP,19,35,29,39,49,9000,0,0
NIP,20,47,30,40,50,10000,0,0
NIP,21,10,31,41,51,11000,0,0
NIP,22,57,32,42,52,12000,0,0
NIP,21,10,31,41,51,11000,0,0
NIP,20,92,30,40,50,10000,0,0
NIP,19,100,29,39,49,9000,0,0
NIP,18,17,28,38,48,8000,0,0
NIP,17,79,27,37,47,7000,0,0
NIP,16,20,26,36,46,6000,0,0
NIP,15,49,25,35,45,5000,0,0
NIP,14,51,24,34,44,4000,0,0
NIP,13,64,23,33,43,3000,0,0
NIP,12,14,22,32,42,2000,0,0
NIP,11,76,21,31,41,1000,0,0
NIP,10,31,20,30,40,0,0,0
NIP,11,64,21,31,41,1000,0,0
NIP,12,69,22,32,42,2000,0,0
NIP,13,50,23,33,43,3000,0,0
NIP,14,80,24,34,44,4000,0,0
NIP,15,26,25,35,45,5000,0,0
NIP,16,96,26,36,46,6000,0,0
NIP,17,36,27,37,47,7000,0,0
NIP,18,44,28,38,48,8000,0,0
NIP,19,94,29,39,49,9000,0,0
NIP,20,66,30,40,50,10000,0,0
NIP,21,10,31,41,51,11000,0,0
NIP,22,11,32,42,52,12000,0,0
NIP,21,67,31,41,51,11000,0,0
NIP,20,15,30,40,50,10000,0,0
NIP,19,83,29,39,49,9000,0,0
NIP,18,62,28,38,48,8000,0,0
NIP,17,70,27,37,47,7000,0,0
NIP,16,68,26,36,46,6000,0,0
NIP,15,26,25,35,45,5000,0,0
NIP,14,63,24,34,44,4000,0,0
NIP,13,16,23,33,43,3000,0,0
NIP,12,88,22,32,42,2000,0,0
NIP,11,36,21,31,41,1000,0,0
NIP,10,55,20,30,40,0,0,0
NIP,11,89,21,31,41,1000,0,0
NIP,12,39,22,32,42,2000,0,0
